movie_id,title,content_type,genre_primary,genre_secondary,language,imdb_rating,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83
movie_0011,Day Dream,Movie,Western,No Secondary Genre,English,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48858636373183034,0.0,0.0,0.0,0.5091223189445827,0.0,0.19752925780053845,0.0,0.0,0.0,0.0,0.0,0.185387681368554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232938793961397,0.0,0.0,0.0,0.2806960108682273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185387681368554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111811903539984,0.0,0.0,0.4654832001536594,0.0
movie_0012,Bright War,Movie,Crime,Sci-Fi,English,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4870695005287842,0.0,0.0,0.0,0.0,0.3764554031497313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1566777140311163,0.0,0.0,0.35860415801101747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32463067874099016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847641111672186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35860415801101747,0.0,0.0,0.0,0.32463067874099016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072375445796491,0.0,0.0,0.0
movie_0013,Dream Journey,Movie,Romance,No Secondary Genre,English,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2895249137541071,0.0,0.0,0.0,0.0,0.0,0.0,0.4330196823964125,0.0,0.16800295978793756,0.0,0.0,0.0,0.0,0.0,0.15767628312353862,0.0,0.4417777293918685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4351443545051063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19811954578629803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503852218401869,0.0,0.0,0.0,0.0,0.4052880195285096,0.0,0.15767628312353862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
movie_0014,Little War,Movie,Mystery,No Secondary Genre,Korean,8.4,0.0,0.3382271271185554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14664122725295434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3970069375946449,0.0,0.0,0.0,0.0,0.0,0.4067056593793143,0.0,0.0,0.47324892776921534,0.0,0.0,0.0,0.18425404735180198,0.0,0.31265348193842996,0.0,0.22202989548639673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14664122725295434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14398987039031805,0.0,0.0,0.3063893779457853,0.0,0.0,0.0
movie_0015,Hero Empire,Movie,Sci-Fi,Mystery,English,6.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4267261507589717,0.1655611956243374,0.0,0.0,0.37893668236933664,0.0,0.0,0.0,0.0,0.0,0.4376270316781015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19524006552225776,0.0,0.33129522622029994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37893668236933664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1525751652872561,0.3750152720255506,0.0,0.0,0.0,0.0,0.0
movie_0016,Last Dream,TV Series,Family,No Secondary Genre,Spanish,6.0,0.4136913448694239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48337892239820973,0.0,0.0,0.38857901078976426,0.0,0.0,0.0,0.0,0.17601368926744793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27950447436416337,0.0,0.0,0.0,0.0,0.0,0.0,0.17601368926744793,0.0,0.2669013295707739,0.0,0.40350693561364426,0.0,0.0,0.0,0.0,0.0,0.1728312615716392,0.0,0.2005029683941204,0.0,0.0,0.0,0.0
movie_0017,Kingdom Battle,Stand-up Comedy,War,No Secondary Genre,Italian,5.9,0.0,0.0,0.30763235602848044,0.0,0.0,0.0,0.37104993105525824,0.0,0.0,0.0,0.0,0.0,0.2511043147063251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133785247407439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36740874527277845,0.0,0.0,0.0,0.0,0.36052868438454416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30763235602848044,0.20256462016821375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133785247407439,0.0,0.0,0.0,0.0,0.0,0.2929202331194434,0.0,0.0,0.0,0.0,0.32288597806339236,0.0,0.27952833933106896,0.0,0.0,0.0
movie_0018,Princess Phoenix,Movie,Adventure,No Secondary Genre,English,7.6,0.0,0.0,0.0,0.0,0.3404195312393892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17868908899399502,0.0,0.0,0.0,0.4800039032932475,0.0,0.16770556556187105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21072129439352588,0.0,0.0,0.0,0.25392346948896055,0.0,0.0,0.0,0.26631142239789696,0.4400930730961488,0.43823100375560575,0.0,0.0,0.0,0.0,0.16770556556187105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
movie_0019,An Legend,Limited Series,Sci-Fi,Crime,English,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3801921928143464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15823293586501339,0.0,0.0,0.36216375179060417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3817189487724574,0.40783790785238017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23582434975547412,0.0,0.0,0.0,0.0,0.0,0.36216375179060417,0.0,0.0,0.22519078679539498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14582170811493755,0.35841591541452106,0.0,0.0,0.0,0.0,0.0
movie_0020,An Mystery,TV Series,Fantasy,No Secondary Genre,English,7.1,0.4225524936414316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4134038011379554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19155841688177452,0.0,0.4639889804057799,0.0,0.0,0.0,0.17978385150519327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3833168081199884,0.0,0.0,0.0,0.0,0.0,0.2854913792402236,0.0,0.0,0.0,0.0,0.0,0.0,0.17978385150519327,0.0,0.2726182787361469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765332571300028,0.0,0.0,0.0,0.0,0.0,0.0
movie_0021,Family Love,Limited Series,Family,Thriller,English,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15206645846412828,0.6301526407915875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3919441040229333,0.0,0.3713799101296103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2266340663584314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21641490274780345,0.0,0.0,0.0,0.0,0.0,0.0,0.3794362221102116,0.1401389072319638,0.0,0.16257629917183802,0.0,0.0,0.0,0.0
movie_0022,First Mystery,Movie,Sci-Fi,No Secondary Genre,English,6.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17592763820618065,0.0,0.0,0.40266340978950543,0.0,0.0,0.16511385350631713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645158403883107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207464819766629,0.0,0.3520389332665098,0.0,0.24999935096100495,0.0,0.0,0.0,0.2621958611662353,0.0,0.0,0.0,0.0,0.0,0.40266340978950543,0.16511385350631713,0.0,0.0,0.3645158403883107,0.0,0.0,0.0,0.0,0.0,0.0,0.16212850104568108,0.0,0.0,0.0,0.0,0.0,0.0
movie_0023,Mystery Night,TV Series,Adventure,No Secondary Genre,English,4.8,0.0,0.0,0.0,0.0,0.344998032942081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18109238323282095,0.0,0.0,0.0,0.0,0.0,0.16996113595961054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39692932335973,0.0,0.0,0.0,0.3623738149730505,0.0,0.2573386349854169,0.0,0.4690472614714914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16996113595961054,0.0,0.2577234381699228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3337762837459136,0.0,0.19360830633893739,0.0,0.0,0.0,0.0
movie_0024,Fire Mystery,Movie,Biography,No Secondary Genre,English,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45152448319905614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18866744199633742,0.0,0.0,0.0,0.0,0.0,0.17707057683958854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39091226298740656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222488389253133,0.0,0.37753184036195603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17707057683958854,0.0,0.0,0.39091226298740656,0.0,0.0,0.0,0.0,0.0,0.0,0.17386904001485393,0.0,0.0,0.0,0.0,0.0,0.41223251620254114
movie_0025,Quest Queen,Movie,Family,No Secondary Genre,English,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19058116696915245,0.3948774334054862,0.0,0.0,0.0,0.0,0.17886667043826712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247451728410685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2840349231368666,0.0,0.0,0.45975537465445165,0.4635169333728788,0.0,0.0,0.17886667043826712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4316884032177006,0.0,0.0,0.0,0.0,0.0
movie_0026,Last Love,TV Series,Comedy,No Secondary Genre,English,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3547086771088099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20136149298321016,0.0,0.0,0.0,0.0,0.0,0.18898435966768423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5601337052831414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491769282476644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30010151103476135,0.0,0.0,0.0,0.0,0.0,0.0,0.18898435966768423,0.0,0.2865696246315468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18556741486762804,0.0,0.0,0.0,0.0,0.0,0.0
movie_0027,House House,Stand-up Comedy,Western,No Secondary Genre,English,7.0,0.29365760665170587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23450775825016099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13312567570178935,0.0,0.0,0.0,0.0,0.0,0.12494280909969327,0.0,0.0,0.0,0.0,0.0,0.0,0.6397320796491128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758316888153089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18917625940438126,0.0,0.0,0.0,0.19840544407843558,0.0,0.0,0.0,0.0,0.0,0.0,0.12494280909969327,0.0,0.0,0.2758316888153089,0.0,0.0,0.27355988404776277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137143643341237,0.0
movie_0028,Legend Hero,Stand-up Comedy,Biography,Romance,French,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37416788269836804,0.0,0.0,0.0,0.27540863539735044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3786941449797876,0.0,0.0,0.0,0.4132641659331271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37716292612205904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23300965825939685,0.0,0.0,0.0,0.0,0.37716292612205904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212719055745783,0.0,0.0,0.0,0.0,0.0,0.16714983991504478,0.0,0.0,0.0,0.0
movie_0029,Dark Princess,Movie,Horror,Sport,English,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47550108494464044,0.0,0.0,0.0,0.0,0.0,0.0,0.1607635369225112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4029269980575867,0.0,0.0,0.0,0.0,0.4084877176060339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18958236780048382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23959586132866542,0.0,0.39426898726435977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123660230290827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
movie_0030,Dragon King,Movie,Documentary,No Secondary Genre,English,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31262319948660333,0.0,0.0,0.0,0.3150975616161721,0.4393985532634592,0.0,0.0,0.0,0.18140622902224818,0.0,0.0,0.0,0.0,0.0,0.17025569051753808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5046235092831108,0.0,0.0,0.0,0.0,0.46756597487983514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21392551501508386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17025569051753808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
